	$\frac{\Delta G^\circ_{MPNN}-\mu}{\sigma}$	$\Delta G^\circ_{MPNN}(\mu=-411.2,\sigma=40.9$	$\Delta G^\circ_{GCM}$
IMINOASPARTATE	-2.0439608097076416	-494.8678283691406	-602.6420216
INDOLE-3-CARBOXALDEHYDE	0.3862799406051636	-395.4175720214844	316.84946656
INDOLE	1.1560378074645996	-363.9175720214844	524.6227644
INDOXYL	0.29636651277542114	-399.0970153808594	276.89226656
IPRONIAZID	-0.42367905378341675	-428.5627136230469	572.97603904
ISATIN	-0.5275442600250244	-432.8130798339844	78.473447136
ISO-PROPANOL	5.2857985496521	-194.91958618164062	157.85801048
ISOBUTANOL	4.019726753234863	-246.72975158691406	253.597285904
ISOBUTYRAMIDE	2.967353582382202	-289.794921875	207.35941656
ISOBUTYRATE	2.5056450366973877	-308.68896484375	-57.46397648
ISOCHROMANONE	-0.30648577213287354	-423.76690673828125	212.501037928
ISOGLUTAMINE	-1.9883296489715576	-492.59130859375	-79.407307568
ISONIAZIDE	-0.06194990873336792	-413.7600402832031	289.02166164
ISOPROPYLAMINE	5.579325199127197	-182.90789794921875	392.999546864
ISOQUINOLIN-12H-ONE	0.36495593190193176	-396.2901916503906	289.10954656
ISOQUINOLINE	1.1707158088684082	-363.31689453125	454.29386656
ISOVALERATE	1.3074803352355957	-357.7202453613281	35.262910992
ISOWILLARDIINE	-3.2069027423858643	-542.4577026367188	-185.643678336
ITACONATE	-2.3780405521392822	-508.5390319824219	-433.98019092
ITACONIC-ANHYDRIDE	-1.306922435760498	-464.7067565917969	-128.932148232
KDO	-5.53007698059082	-637.526611328125	-679.55482
KETOPYRUVATE	0.5119558572769165	-390.274658203125	-531.4556548
KOJIC-ACID	-2.0007846355438232	-493.1009826660156	-305.29166864
L-2-AMINO-HEXANO-6-LACTAM	-0.2456495463848114	-421.2773742675781	444.76970184
L-2-AMINOHEXANOATE	-0.7235361933708191	-440.83343505859375	211.14373996
L-2-AMINOPENTANOIC-ACID	0.16235654056072235	-404.5809631347656	118.41690688
L-23-DIAMINOPROPANOATE	1.1008070707321167	-366.1777038574219	13.506073336
L-4-HYDROXYGLUTAMATE_SEMIALDEHYDE	-2.5553016662597656	-515.7929077148438	-238.61316436
L-5-METHYLHYDANTOIN	-0.030679091811180115	-412.4803771972656	-56.99980352
L-ALLO-THREONINE	-0.6485894918441772	-437.7664794921875	-133.4691816
L-ALPHA-ALANINE	2.3187668323516846	-316.3363952636719	-70.174709072
L-ALPHA-AMINO-EPSILON-KETO-PIMELATE	-3.382554292678833	-549.645751953125	-360.03679824
L-ARABINO-1-5-LACTONE	-2.8884637355804443	-529.4265747070312	-400.12027136
L-ARABITOL	-2.9050793647766113	-530.1065063476562	-275.167270304
L-ASPARTATE-SEMIALDEHYDE	-0.6494343280792236	-437.8010559082031	-172.180654176
L-ASPARTATE	-1.7944042682647705	-484.6554870605469	-442.6059044
L-AZASERINE	-3.0021305084228516	-534.0780029296875	-368.2468104
L-CANALINE	-1.6067736148834229	-476.9772644042969	2.1807100048
L-CITRULLINE	-2.4194140434265137	-510.23211669921875	40.39467904
L-DEHYDRO-ASCORBATE	-3.718592405319214	-563.3970947265625	-569.4980472
L-DELTA1-PYRROLINE_5-CARBOXYLATE	0.27080219984054565	-400.1431579589844	8.5548628792
L-DIHYDROXY-PHENYLALANINE	-2.5097436904907227	-513.9285888671875	-71.24377128
L-DOPACHROME	-2.31406307220459	-505.92095947265625	-198.67866256
L-EPINEPHRINE	-1.5517008304595947	-474.72357177734375	266.201238632
L-ERYTHRO-4-HYDROXY-GLUTAMATE	-3.5289065837860107	-555.634765625	-503.38996856
L-ERYTHRO-ASCORBATE	-0.10716801881790161	-415.6104431152344	-121.51708352
L-FUCULOSE	-2.9557957649230957	-532.1819458007812	-242.40658796
L-GALACTOSE	-3.813330888748169	-567.27392578125	-397.59112704
L-GLUTAMATE_GAMMA-SEMIALDEHYDE	-1.6498427391052246	-478.73974609375	-79.453775072
L-GLYCERALDEHYDE	1.954620361328125	-331.23797607421875	-188.58660352
L-GULONATE	-4.66074800491333	-601.951904296875	-652.661114
L-GULONO-1-4-LACTONE	-3.7511274814605713	-564.7284545898438	-473.07990104
L-IDONATE	-4.66074800491333	-601.951904296875	-652.661114
L-LACTATE	1.9169156551361084	-332.78094482421875	-303.57622864
L-LYXOSE	-2.9342217445373535	-531.299072265625	-312.4979392
L-N2-2-CARBOXYETHYLARGININE	-3.941756010055542	-572.5293579101562	156.13428616
L-ORNITHINE	-1.1560289859771729	-458.53192138671875	198.95966
L-PANTOATE	-2.0821428298950195	-496.4303283691406	-196.270368896
L-PIPECOLATE	-0.6232720613479614	-436.7304382324219	198.498658512
L-RHAMNONATE	-3.8338749408721924	-568.1146240234375	-501.074794
L-RHAMNONO-14-LACTONE	-2.9219400882720947	-530.7965087890625	-321.49358104
L-RIBULOSE	-2.9062440395355225	-530.1541748046875	-327.56038104
L-SORBOSONE	-3.799175977706909	-566.6947021484375	-429.98470104
L-THREO-3-METHYL-ASPARTATE	-2.653665065765381	-519.818115234375	-351.8036904
L-THREONATE	-2.874340295791626	-528.8486328125	-519.79606016
L-XYLONATE	-3.790900707244873	-566.3560791015625	-586.22852432
L-XYLONO-14-LACTONE	-2.8805558681488037	-529.1029663085938	-406.64731136
L-XYLULOSE	-2.9062440395355225	-530.1541748046875	-327.56038104
LACTALD	3.5315370559692383	-266.7074279785156	-37.000291888
LATHYRINE	-2.016150951385498	-493.72979736328125	218.61904172
LEU	-0.7494692802429199	-441.8946838378906	206.37400088
LL-DIAMINOPIMELATE	-3.169151544570923	-540.912841796875	-83.195969776
LYS	-1.2679812908172607	-463.11322021484375	291.68649308
LYXOSE	-2.8904507160186768	-529.5078735351562	-321.4516992
MAL	-2.866443157196045	-528.5254516601562	-674.30917184
MALEAMATE	-0.08200174570083618	-414.5805969238281	-253.080047272
MALEATE	-0.5722814202308655	-434.643798828125	-523.48542768
MALEIMIDE	1.7388839721679688	-340.06634521484375	-99.10490176
MALONATE-S-ALD	2.3414740562438965	-315.40716552734375	-340.4884808
MALONATE	0.884709894657135	-375.0208435058594	-607.87666584
MANNITOL	-3.8137307167053223	-567.290283203125	-341.59983488
MEK	4.377805709838867	-232.07644653320312	201.204233744
MELILOTATE	-1.2203478813171387	-461.1639709472656	18.3595275616
MESACONATE	-1.8987038135528564	-488.92364501953125	-437.703946736
MESO-DIAMINOPIMELATE	-3.169151544570923	-540.912841796875	-83.195969776
MESO-TARTRATE	-3.888532876968384	-570.3513793945312	-833.46849
META-XYLENE	2.4008185863494873	-312.9786682128906	555.26370264
METHYL-ACETATE	3.796013593673706	-255.88453674316406	-87.752186784
METHYL-BETA-D-GALACTOSIDE	-3.8022704124450684	-566.8213500976562	-250.34679488
METHYL-GLYOXAL	4.14987325668335	-241.4038848876953	-79.10069568
METHYLAMINE	8.08470344543457	-80.38284301757812	293.94553928
METHYLBUT-CPD	2.945794105529785	-290.67718505859375	300.03968172
METHYLENEDIUREA	-1.7614147663116455	-483.30548095703125	-21.4682617368
METHYLNICOTINATE	-0.6631504893302917	-438.3623352050781	127.268246744
METHYLOXALO-ACETATE	-2.9090182781219482	-530.2677001953125	-631.25581184
METOH	7.988009929656982	-84.33975219726562	-3.49580383928
MEVALDATE	-2.090623378753662	-496.77734375	-234.98164064
MEVALONATE	-2.0777640342712402	-496.2511291503906	-188.697324712
MONOMETHYL-ESTER-OF-TRANS-ACONITATE	-3.7062697410583496	-562.892822265625	-660.03240152
MORPHOLINE	2.7081196308135986	-300.4033203125	328.5241236
MYO-INOSITOL	-3.8522348403930664	-568.865966796875	-404.620272144
N-ACETYL-AAA-SEMIALDEHYDE	-2.554511785507202	-515.7606201171875	-68.904689344
N-ACETYL-BETA-GLUCOSAMINYLAMINE	-3.393411874771118	-550.0900268554688	-19.882631592
N-ACETYL-D-GLUCOSAMINE	-4.151340484619141	-581.10595703125	-245.028453904
N-ACETYL-D-MANNOSAMINE	-4.151340484619141	-581.10595703125	-245.028453904
N-ACETYL-L-2-AMINO-6-OXO-PIMELATE	-4.218742847442627	-583.8641967773438	-444.82585112
N-ACETYL-L-24-DIAMINOBUTANOATE	-2.039139986038208	-494.6705627441406	26.666506432
N-ACETYL-L-LYSINE	-2.2115070819854736	-501.7241516113281	304.84699312
N-ACETYLANTHRANILATE	-1.2808802127838135	-463.64105224609375	-21.016625296
N-ACETYLARYLAMINE	0.39782872796058655	-394.9449768066406	368.987353296
N-ALPHA-ACETYLORNITHINE	-2.1281955242156982	-498.31488037109375	119.393272568
N-CARBAMOYL-P-HYDROXY-D-PHENYLGLYCINE	-2.7470009326934814	-523.6376342773438	-159.962587584
N-CARBAMOYLCADAVERINE	-0.5587412714958191	-434.0897216796875	508.00400008
N-CARBAMOYLDIAMINOPROPANE	0.3484223186969757	-396.966796875	322.55035484
N-CARBAMOYLGLYCINE	-0.6502323746681213	-437.8337097167969	-313.36678864
N-CARBAMYL-L-GLUTAMATE	-3.7215943336486816	-563.5198974609375	-508.01822568
N-CYCLOHEXYLFORMAMIDE	0.19177445769309998	-403.37713623046875	502.35016088
N-ETHYLMALEIMIDE	-0.6602885127067566	-438.2452392578125	130.908330928
N-FORMIMINO-GLYCINE	0.9517674446105957	-372.2767028808594	-80.555710968
N-FORMIMINO-L-GLUTAMATE	-3.0940630435943604	-537.840087890625	-272.59584248
N-FORMYL-N-HYDROXY-AMINOACETATE	-1.360471487045288	-466.8981018066406	-530.98127288
N-FORMYLANTHRANILATE	-1.2565124034881592	-462.6438903808594	-100.061778376
N-HYDROXYMETHYLUREA	2.129237174987793	-324.0923156738281	-95.032338416
N-ISOPROPYLAMMELIDE	-1.8059256076812744	-485.126953125	248.534633352
N-METHYL-HISTAMINE	0.25667014718055725	-400.7214660644531	658.60925576
N-METHYL-N-CARBAMOYL-D-ALANINE	-1.8611128330230713	-487.38531494140625	-201.46784248
N-METHYLANILINE	2.1528093814849854	-323.127685546875	547.6441784
N-METHYLARGININE	-2.0044257640838623	-493.25	543.82372616
N-METHYLHEXANAMIDE	0.2393827587366104	-401.42889404296875	506.4598112
N-METHYLHYDANTOIN	-0.04725320637226105	-413.1585998535156	2.66403300728
N-METHYLHYDROXYLAMINE	6.805434226989746	-132.73309326171875	69.8962304
N-METHYLPHENYLETHANOLAMINE	0.2627504765987396	-400.47265625	596.56986608
N-NITROARGININE	-3.7927632331848145	-566.4322509765625	70.101095776
N1-METHYLADENINE	-0.34043362736701965	-425.1561279296875	649.4314844
N2-ACETYL-ALPHA-AMIN	-3.4455347061157227	-552.2230224609375	-336.29289112
N2-SUCCINYLGLUTAMATE	-5.115011692047119	-620.5413208007812	-711.43614688
N2-SUCCINYLORNITHINE	-3.8001012802124023	-566.7325439453125	-157.80064784
N3-METHYLCYTOSINE	-0.4700812101364136	-430.4615783691406	270.65003144
N3-OXALYL-L-23-DIAMINOPROPANOATE	-3.7620227336883545	-565.17431640625	-518.41529832
N5-METHYLGLUTAMINE	-2.0021657943725586	-493.1575012207031	26.666506432
N6N6N6-TRIMETHYL-L-LYSINE	-1.0818872451782227	-455.49786376953125	529.86795232
NALPHANALPHA-DIMETHYL-L-HISTIDINE	-1.685575246810913	-480.2019958496094	378.79659904
NIACINAMIDE	0.027098283171653748	-410.1159973144531	202.1153374
NIACINE	-0.5614635944366455	-434.20111083984375	-62.708017984
NITRATE	3.5673227310180664	-265.2430114746094	-112.64189904
NITRIC-OXIDE	7.6514058113098145	-98.1142578125	-228.028
NITRITE	5.7402215003967285	-176.32369995117188	-275.77605904
NITROGEN-MOLECULE	8.42001724243164	-66.66116333007812	18.828
NITROGEN-OXIDE	5.751408576965332	-175.86590576171875	-275.77605904
NITROSOBENZENE	1.5918776988983154	-346.0821228027344	209.85105132
NITROUS-OXIDE	6.102181911468506	-161.51156616210938	-271.5416
NN-DIMETHYLANILINE-N-OXIDE	0.5021548271179199	-390.6757507324219	437.15402688
NN-DIMETHYLANILINE	1.1816558837890625	-362.86920166015625	574.38922688
NONANE-46-DIONE	-0.4329429268836975	-428.9418029785156	453.28589912
NOREPINEPHRINE	-1.5985679626464844	-476.6414794921875	144.479277184
NORSPERMIDINE	0.22824367880821228	-401.8847351074219	860.99979576
O-ACETYLCARNITINE	-2.5558969974517822	-515.8172607421875	41.5431452
O-FORMAMINOACETOPHENONE	-0.4196521043777466	-428.3979187011719	243.760233296
O-SUCCINYL-L-HOMOSERINE	-4.302751064300537	-587.302001953125	-473.83226792
O-UREIDOHOMOSERINE	-3.052103042602539	-536.1229858398438	-149.400949856
OCTANOL	0.4867876470088959	-391.3045959472656	632.07767496
OH-CH3-SER	-2.4824583530426025	-512.81201171875	-290.99682344
OH-PYR	0.15664121508598328	-404.8148498535156	-495.46388264
OH	9.244283676147461	-32.9305419921875	41.668715408
ORCINOL-CPD	-0.17643415927886963	-418.4449462890625	130.36913048
OROTATE	-2.718857526779175	-522.4859619140625	-511.321175696
OXALACETIC_ACID	-2.7106213569641113	-522.14892578125	-712.56038768
OXALATE	1.279327630996704	-358.872314453125	-679.26503616
OXALO-GLUTARATE	-4.654389381408691	-601.6917724609375	-913.67238096
OXALO-SUCCINATE	-4.645005226135254	-601.3077392578125	-1021.7127168
OXAMATE	2.113471031188965	-324.73748779296875	-422.876143616
OXOMALONATE	-1.3829214572906494	-467.8168029785156	-809.13635432
OXONIUM	9.244283676147461	-32.9305419921875	127.617451752
OXOPENTENOATE	-0.6678170561790466	-438.5533142089844	-153.57982864
OXYGEN-MOLECULE	7.337231636047363	-110.97088623046875	16.40128
P-AMINO-BENZOATE	-0.5942507386207581	-435.5428161621094	51.566385808
P-BENZOQUINONE	0.7021461725234985	-382.49169921875	-10.4412540064
P-HYDROXY-PHENYLPYRUVATE	-1.9805819988250732	-492.27423095703125	-182.900321584
P-NITROPHENOL	-1.3078711032867432	-464.7455749511719	-100.447706352
P-NITROPHENYL-ACETATE	-2.1059677600860596	-497.4052734375	-163.31055744
PANTOTHENATE	-3.4450526237487793	-552.2032470703125	-102.567069712
PANTOTHENOL	-2.3032102584838867	-505.4768371582031	208.494058784
PANTOYL-LACTONE	-1.1737596988677979	-459.2574768066406	-7.9445653928
PENTAHYDROXYCYCLOHEXANONE	-3.789708375930786	-566.3072509765625	-315.87760704
PENTAN-2-ONE	3.184725761413574	-280.899658203125	293.93104172
PENTANOL	2.9031636714935303	-292.4217224121094	353.89711296
PHE	-0.909259021282196	-448.43359375	265.61002688
PHENOL	2.710066318511963	-300.3236389160156	205.755409032
PHENYL-PYRUVATE	-1.2507526874542236	-462.408203125	-17.7159584888
PHENYL	0.7382231950759888	-381.0153503417969	335.42697048
PHENYLACETALDEHYDE	0.7190561294555664	-381.7997131347656	355.59385048
PHENYLACETALDOXIME	0.3276703953742981	-397.81597900390625	405.6810584
PHENYLACETATE	-0.20172014832496643	-419.4797058105469	90.816991888
PHENYLACETONITRILE	1.253554344177246	-359.927001953125	479.56104256
PHENYLETHANOLAMINE	0.24497941136360168	-401.1998596191406	474.847992496
PHENYLETHYLAMINE	1.2222397327423096	-361.20843505859375	634.00733576
PHENYLGLYOXAL	-0.3000946044921875	-423.50537109375	147.84883648
PHENYLGLYOXYLATE	-1.1213817596435547	-457.11407470703125	-110.442792824
PHENYLHYDANTOIN	-1.1109089851379395	-456.6855163574219	176.43497048
PHENYLHYDRAZINE	2.169865846633911	-322.4297180175781	528.4767514
PHLORETATE	-1.2607216835021973	-462.8161315917969	18.3595275616
PHTHALATE	-1.7661912441253662	-483.5009460449219	-401.01029184
PICOLINATE	-0.5418514609336853	-433.3985595703125	-68.858502168
PIPERAZINE	3.2146849632263184	-279.67364501953125	550.49000968
PIPERIDINE	3.3552041053771973	-273.92333984375	580.91233392
PNP-PROPIONATE	-2.2721095085144043	-504.2041320800781	-70.583690888
PRENAL	3.9418106079101562	-249.91822814941406	298.81697048
PRENOL	3.7140231132507324	-259.23974609375	351.586557536
PRO	0.33080601692199707	-397.68768310546875	99.244869112
PROCLAVAMINATE	-2.8616647720336914	-528.3298950195312	43.537373488
PROPANE-1-2-DIOL	3.6432712078094482	-262.13507080078125	9.28414956
PROPANOL	5.345747470855713	-192.4663543701172	167.983282112
PROPENE	6.8661675453186035	-130.24777221679688	340.27103832
PROPIONAMIDE	4.213205814361572	-238.81219482421875	122.205610928
PROPIONATE	3.7791380882263184	-256.5751037597656	-147.513053744
PROPIONIC-ANHYDRIDE	-1.2414436340332031	-462.0272521972656	26.155045904
PROTON	10.891230583190918	34.465789794921875	1.79519281392
PSEUDOCUMENE	1.5216994285583496	-348.9539794921875	634.39255664
PSEUDOTROPINE	0.21687468886375427	-402.3499755859375	565.99428192
PSICOSE	-3.7927873134613037	-566.4332885742188	-396.25224704
PURINE	-0.040339842438697815	-412.8757019042969	295.455193424
PUTRESCINE	3.0187618732452393	-287.69122314453125	571.2308508
PYRAZINAMIDE	-0.3987473249435425	-427.5424499511719	155.961127136
PYRAZINOIC-ACID	-0.9172008633613586	-448.7585754394531	-108.862232432
PYRAZOLE	4.865310192108154	-212.12680053710938	268.92442432
PYRAZOLIDINE	4.8060994148254395	-214.54981994628906	435.42457048
PYRIDINE	4.459474086761475	-228.7344207763672	391.98059224
PYRIDOXAL	-1.4510691165924072	-470.60552978515625	43.555841664
PYRIDOXAMINE	-1.104963779449463	-456.4422302246094	328.45450184
PYRIDOXINE	-1.6158192157745361	-477.3474426269531	96.32538688
PYRIMIDINE-RING	4.254613399505615	-237.1177215576172	281.14174616
PYROGALLOL	-1.1974458694458008	-460.2267761230469	-113.944051888
PYRROLE-2-CARBOXYLATE	0.41219013929367065	-394.3572692871094	-74.925306352
PYRROLIDINE	4.524630069732666	-226.06809997558594	481.6585236
PYRROLINE-HYDROXY-CARBOXYLATE	-1.4648866653442383	-471.17095947265625	-158.135694192
PYRUVATE	2.1868879795074463	-321.7331237792969	-344.75618172
QUINATE	-3.8118627071380615	-567.2138671875	-453.460874
QUINOLIN-2-OL	0.3710479140281677	-396.0408935546875	289.10954656
QUINOLIN-21H-ONE	0.3933430314064026	-395.1285400390625	249.821799112
QUINOLIN-28-DIOL	-0.47278839349746704	-430.5723571777344	123.925230744
QUINOLIN-34-DIOL	-0.48523086309432983	-431.0815124511719	123.925230744
QUINOLIN-4-OL	0.36742836236953735	-396.18902587890625	289.10954656
QUINOLINATE	-2.156010627746582	-499.453125	-461.47377792
QUINOLINE	1.1749403476715088	-363.14404296875	454.29386656
R--ALLANTOIN	-2.68515944480896	-521.10693359375	-227.748830968
R-12-EPOXYPROPANE	5.296126365661621	-194.4969482421875	183.245484848
R-2-HYDROXYGLUTARATE	-2.9692397117614746	-532.7320556640625	-581.58240152
R-MANDELAMIDE	-0.5796048641204834	-434.9434814453125	196.48101656
RHAMNOSE	-2.9483349323272705	-531.8765869140625	-246.00480704
RIBITOL	-2.9050793647766113	-530.1065063476562	-275.167270304
RICININE	-1.1187167167663574	-457.0050048828125	247.39561048
S-1-PHENYLETHANOL	0.6476590633392334	-384.721435546875	394.3051808
S-12-EPOXYPROPANE	5.296126365661621	-194.4969482421875	183.245484848
S-9-23-DIHYDROXYPROPYL-ADENI	-2.1418216228485107	-498.87249755859375	367.410947616
S-ALLANTOIN	-2.68515944480896	-521.10693359375	-227.748830968
S-CITRAMALATE	-3.0188186168670654	-534.7609252929688	-595.09667968
SALICYLALDEHYDE	-0.18473437428474426	-418.78460693359375	91.19747648
SALICYLALDOXIME	-0.5516002178192139	-433.7974853515625	154.58976256
SALICYLAMIDE	-0.46619653701782227	-430.3026123046875	91.243994192
SARCOSINE	2.36784029006958	-314.3282165527344	-30.4685607872
SEMICARBAZIDE	3.976619243621826	-248.49378967285156	37.386558768
SER	0.694794774055481	-382.79254150390625	-210.04583744
SHIKIMATE	-2.9280996322631836	-531.0485229492188	-380.16652432
SKATOLE	1.1857268810272217	-362.70263671875	521.2054824
SORBITOL	-3.8137307167053223	-567.290283203125	-341.05587304
SPERMIDINE	0.20261003077030182	-402.9337158203125	953.7264824
STIPIT-CPD	-2.524137258529663	-514.517578125	-524.605676944
SUC	-0.6998426914215088	-439.8638610839844	-523.68513
SUCC-S-ALD	0.9539512395858765	-372.1873474121094	-247.76168956
SUCCIMIDE	1.6003446578979492	-345.73565673828125	-44.368801232
SUPER-OXIDE	7.813986778259277	-91.46112060546875	-312.17690088
T-2-NONENAL-CMPD	0.4949045777320862	-390.9724426269531	679.64034096
TAGATOSE	-3.7927873134613037	-566.4332885742188	-393.99290796
TARTRATE	-3.888532876968384	-570.3513793945312	-833.46849
TARTRONATE-S-ALD	0.214004784822464	-402.4674072265625	-499.6478408
TEREPHTHALATE	-1.748553991317749	-482.7792053222656	-401.01029184
TETRAHYDROXYPTERIDINE	-3.1492245197296143	-540.097412109375	-353.064806576
TETRANITROMETHANE	-6.894333362579346	-693.3546752929688	-1068.09156184
THR	-0.6485894918441772	-437.7664794921875	-127.862688544
THREO-3-HYDROXY-L-ASPARTATE	-3.494976043701172	-554.2462158203125	-596.11682256
THREO-DS-ISO-CITRATE	-4.801867961883545	-607.7268676757812	-964.29873912
THREOSE	-1.029001235961914	-453.33367919921875	-255.01915136
THYMINE	-1.0836172103881836	-455.56866455078125	-42.188435152
TOLUENE	3.5090949535369873	-267.62579345703125	476.13489048
TOLUENECISDHDIOL	-0.2071843147277832	-419.70330810546875	213.891117536
TRANS-2-HEXENAL	2.174870014190674	-322.22491455078125	401.45986264
TRANS-2-HEXENOL	1.8682544231414795	-334.7722473144531	454.2294748
TRANS-CYCLOHEXANE-12-DIOL	0.4471345841884613	-392.9272766113281	262.1420348
TRIACETATE	-2.0172760486602783	-493.7758483886719	-198.8831974
TRIETHYLAMINE	1.9944515228271484	-329.6080322265625	725.65572192
TRIMETHYLAMINE-N-O	3.947496175765991	-249.68556213378906	203.71933656
TRIMETHYLAMINE	5.590038776397705	-182.46946716308594	465.6756436
TRIS	-0.645639955997467	-437.6457824707031	17.453102036
